0,0,3,16,8,10000,4,0,
0,0,15,8,13,9200,3,2,
0,0,4,19,8,10000,5,0,
0,0,1,18,13,9200,3,2,
0,0,6,9,10,10000,1,0,
0,0,11,9,11,9600,2,1,
0,0,13,16,11,10000,3,0,
0,0,18,11,11,10000,3,0,
0,0,20,3,12,9600,1,1,
0,0,12,18,13,9200,4,2,
0,0,18,3,8,10000,4,0,
0,0,15,20,13,9200,4,2,
0,0,2,2,4,10000,4,0,
0,0,3,7,9,10000,3,0,
0,0,4,8,13,9200,3,2,
0,0,9,5,7,10000,5,0,
0,0,17,3,13,9200,3,2,
0,0,10,7,13,9200,3,2,
0,0,11,1,11,9600,1,1,
0,0,5,19,7,9600,6,0,
0,0,19,16,13,9200,4,2,
0,0,20,1,11,9600,1,1,
0,0,11,13,8,9200,7,0,
0,0,10,4,7,10000,5,0,
0,0,16,2,7,10000,4,0,
0,0,1,17,8,10000,3,0,
0,0,7,7,6,9600,6,0,
0,0,4,19,13,9200,3,2,
0,0,3,20,6,9200,7,0,
0,0,6,7,12,9600,1,1,
0,0,11,20,13,9200,4,2,
0,0,11,14,10,10000,2,0,
0,0,15,9,9,10000,5,0,
0,0,12,16,12,9600,1,1,
0,0,10,12,12,9600,1,1,
0,0,1,1,5,9600,2,1,
0,0,14,8,12,9600,1,1,
0,0,3,4,7,10000,4,0,
0,0,10,7,7,9600,6,0,
0,0,9,18,12,9600,1,1,
0,0,11,3,10,10000,1,0,
0,0,8,16,9,10000,5,0,
0,0,12,13,12,9600,1,1,
0,0,14,8,13,9200,3,2,
0,0,2,3,10,10000,0,0,
0,0,1,6,6,10000,4,0,
0,0,10,5,8,10000,4,0,
0,0,8,15,12,9600,1,1,
0,0,19,5,7,9600,6,0,
0,0,11,15,12,9600,1,1,
0,0,11,3,9,10000,3,0,
0,0,8,17,8,9200,7,0,
0,0,2,17,6,10000,5,0,
0,0,15,7,12,9600,1,1,
0,0,20,3,11,9600,2,1,
0,0,2,8,12,9600,1,1,
0,0,20,5,10,10000,1,0,
0,0,6,6,8,10000,4,0,
0,0,4,17,6,9200,7,0,
0,0,16,9,8,9200,7,0,
0,0,16,12,8,9200,7,0,
0,0,6,2,6,10000,5,0,
0,0,11,4,13,9200,3,2,
0,0,3,11,10,10000,1,0,
0,0,5,5,8,10000,4,0,
0,0,4,17,9,10000,3,0,
0,0,6,12,11,9600,2,1,
0,0,13,14,9,9600,6,0,
0,0,2,7,10,10000,1,0,
0,0,20,7,8,9200,7,0,
0,0,12,8,8,10000,5,0,
0,0,11,12,13,9200,3,2,
0,0,6,4,7,10000,4,0,
0,0,9,12,10,10000,1,0,
0,0,16,9,12,9600,1,1,
0,0,1,1,5,9600,2,1,
0,0,18,7,8,9200,7,0,
0,0,2,11,8,10000,4,0,
0,0,15,3,10,10000,1,0,
0,0,20,7,9,10000,5,0,
0,0,13,8,13,9200,3,2,
0,0,1,1,7,9200,1,2,
0,0,12,3,10,10000,1,0,
0,0,10,18,8,9200,7,0,
0,0,2,19,11,9600,2,1,
0,0,7,16,9,10000,3,0,
0,0,3,10,13,9200,3,2,
0,0,8,12,8,10000,5,0,
0,0,1,7,12,9200,3,2,
0,0,8,10,6,9200,7,0,
0,0,4,1,10,10000,0,0,
0,0,2,17,7,10000,5,0,
0,0,18,10,11,9600,3,1,
0,0,4,14,13,9200,3,2,
0,0,3,15,7,10000,5,0,
0,0,14,18,10,9200,7,0,
0,0,10,19,13,9200,3,2,
0,0,12,14,9,10000,5,0,
0,0,18,9,8,9200,7,0,
0,0,11,18,13,9200,3,2,
0,0,6,6,11,9600,2,1,
0,0,1,8,5,9200,6,1,
0,0,17,5,7,9600,6,0,
0,0,11,3,8,10000,4,0,
0,0,6,1,11,9600,1,1,
0,0,18,6,12,9600,1,1,
0,0,14,10,13,9200,3,2,
0,0,4,16,6,9200,7,0,
0,0,16,9,13,9200,3,2,
0,0,2,20,12,9600,1,1,
0,0,1,18,11,9600,1,1,
0,0,14,20,11,10000,4,0,
0,0,19,2,8,10000,4,0,
0,0,4,10,9,10000,3,0,
0,0,6,9,6,9600,6,0,
0,0,11,5,7,9600,6,0,
0,0,12,15,10,10000,3,0,
0,0,12,8,10,10000,1,0,
0,0,3,8,9,10000,3,0,
0,0,5,4,7,10000,4,0,
0,0,4,15,10,10000,1,0,
0,0,2,18,10,10000,1,0,
0,0,8,10,12,9600,1,1,
0,0,19,1,12,9600,1,1,
0,0,15,2,8,10000,4,0,
0,0,3,16,13,9200,3,2,
0,0,12,3,9,10000,3,0,
0,0,17,15,11,10000,4,0,
0,0,16,20,13,9200,4,2,
0,0,8,2,6,10000,5,0,
0,0,13,2,9,10000,3,0,
0,0,1,10,8,10000,3,0,
0,0,14,5,10,10000,1,0,
0,0,10,9,8,10000,5,0,
0,0,8,2,12,9600,1,1,
0,0,7,4,7,10000,4,0,
0,0,20,7,12,9600,1,1,
0,0,7,3,10,10000,1,0,
0,0,10,18,9,9600,6,0,
0,0,18,3,13,9200,3,2,
0,0,9,8,12,9600,1,1,
0,0,11,16,12,9600,1,1,
0,0,13,12,11,9600,3,1,
0,0,11,17,12,9600,1,1,
0,0,1,10,11,9600,1,1,
0,0,5,9,9,10000,3,0,
0,0,10,14,8,9200,7,0,
0,0,16,7,7,9600,6,0,
0,0,20,17,10,9200,7,0,
0,0,10,13,13,9200,3,2,
0,0,13,16,11,10000,3,0,
0,0,10,9,7,9600,6,0,
0,0,3,10,11,9600,1,1,
0,0,5,14,8,10000,5,0,
0,0,2,4,5,9200,6,1,
0,0,20,1,6,9600,6,0,
0,0,20,15,12,10000,2,0,
0,0,8,18,10,10000,2,0,
0,0,11,11,13,9200,3,2,
0,0,1,16,10,10000,1,0,
0,0,12,6,13,9200,3,2,
0,0,1,6,9,10000,1,0,
0,0,7,6,12,9600,1,1,
0,0,18,8,11,9600,3,1,
0,0,10,14,7,9200,7,0,
0,0,3,10,13,9200,3,2,
0,0,3,2,7,10000,4,0,
0,0,6,1,5,10000,4,0,
0,0,2,19,9,10000,3,0,
0,0,18,6,10,10000,1,0,
0,0,3,14,12,9600,1,1,
0,0,8,8,13,9200,3,2,
0,0,19,11,7,9200,7,0,
0,0,14,2,6,10000,5,0,
0,0,6,7,13,9200,3,2,
0,0,4,16,8,10000,5,0,
0,0,9,3,10,10000,1,0,
0,0,10,1,5,9200,6,1,
0,0,3,10,11,9600,1,1,
0,0,13,8,13,9200,3,2,
0,0,2,17,13,9200,3,2,
0,0,17,1,12,9600,1,1,
0,0,1,9,5,9200,6,1,
0,0,17,3,6,9600,6,0,
0,0,13,18,10,10000,5,0,
0,0,15,13,10,10000,4,0,
0,0,19,6,10,10000,1,0,
0,0,14,10,8,9200,7,0,
0,0,16,3,6,9600,6,0,
0,0,8,3,13,9200,3,2,
0,0,4,9,11,9600,2,1,
0,0,9,11,8,10000,5,0,
0,0,20,1,7,10000,4,0,
0,0,12,13,10,10000,2,0,
0,0,6,2,10,10000,1,0,
0,0,11,13,10,10000,2,0,
0,0,5,14,13,9200,3,2,
0,0,3,8,9,10000,3,0,
0,0,15,18,10,9200,7,0,
0,0,1,1,4,9600,4,1,
0,0,9,14,12,9600,1,1,
0,0,9,3,12,9600,1,1,
0,0,15,10,7,9200,7,0,
0,0,2,6,12,9600,1,1,
0,0,1,3,8,10000,0,0,
0,0,10,17,9,10000,5,0,
0,0,13,8,12,9600,1,1,
0,0,12,3,10,10000,1,0,
0,0,15,9,10,10000,2,0,
0,0,4,4,12,9600,1,1,
0,0,11,8,9,10000,3,0,
0,0,7,10,8,10000,5,0,
0,0,12,17,9,9200,7,0,
0,0,1,18,8,10000,3,0,
0,0,9,3,9,10000,3,0,
0,0,18,2,8,10000,4,0,
0,0,4,19,6,9200,7,0,
0,0,16,17,11,10000,4,0,
0,0,19,2,10,10000,1,0,
0,0,10,15,8,9200,7,0,
0,0,9,6,9,10000,3,0,
0,0,2,7,9,10000,3,0,
0,0,6,12,8,10000,5,0,
0,0,10,18,12,9600,1,1,
0,0,2,7,10,10000,1,0,
0,0,6,8,9,10000,3,0,
0,0,15,3,10,10000,1,0,
0,0,1,15,10,10000,1,0,
0,0,3,13,8,10000,4,0,
0,0,5,1,4,9200,6,1,
0,0,4,9,9,10000,3,0,
0,0,18,5,7,9600,6,0,
0,0,8,3,7,10000,4,0,
0,0,13,16,10,10000,4,0,
0,0,11,1,9,10000,3,0,
0,0,4,10,13,9200,3,2,
0,0,14,14,10,10000,4,0,
0,0,14,9,7,9200,7,0,
0,0,15,1,13,9200,3,2,
0,0,1,8,5,9200,6,1,
0,0,4,2,6,10000,4,0,
0,0,3,10,12,9600,1,1,
0,0,1,4,5,10000,4,0,
0,0,3,20,13,9200,3,2,
0,0,15,11,12,9600,1,1,
0,0,17,3,8,10000,4,0,
0,0,11,5,8,10000,5,0,
0,0,7,1,10,10000,0,0,
0,0,9,7,10,10000,1,0,
0,0,1,13,9,10000,3,0,
0,0,13,6,7,9600,6,0,
0,0,11,6,9,10000,3,0,
0,0,9,8,12,9600,1,1,
0,0,19,7,9,10000,5,0,
0,0,7,7,8,10000,4,0,
0,0,15,3,10,10000,1,0,
0,0,20,16,13,9200,4,2,
0,0,3,5,7,10000,4,0,
0,0,19,9,9,9600,6,0,
0,0,18,5,13,9200,3,2,
0,0,8,7,6,9200,7,0,
0,0,10,5,7,9600,6,0,
0,0,5,8,11,9600,2,1,
0,0,1,19,11,9600,1,1,
0,0,13,17,12,10000,2,0,
0,0,18,8,7,9200,7,0,
0,0,16,18,12,10000,2,0,
0,0,15,5,11,9600,2,1,
0,0,1,1,7,9200,1,2,
0,0,3,19,12,9600,1,1,
0,0,13,5,6,9200,7,0,
0,0,10,10,11,9600,2,1,
0,0,1,13,6,10000,5,0,
0,0,12,18,10,10000,4,0,
0,0,8,20,8,9200,7,0,
0,0,6,10,7,9600,6,0,
0,0,9,10,11,9600,2,1,
0,0,18,11,9,9600,6,0,
0,0,16,18,12,10000,2,0,
0,0,6,15,8,10000,5,0,
0,0,20,9,10,10000,3,0,
0,0,9,12,13,9200,3,2,
0,0,18,14,12,10000,2,0,
0,0,2,9,6,10000,5,0,
0,0,3,7,7,10000,4,0,
0,0,3,15,12,9600,1,1,
0,0,16,14,13,9200,4,2,
0,0,6,7,6,9600,6,0,
0,0,10,14,9,10000,5,0,
0,0,3,8,6,10000,5,0,
0,0,1,13,12,9600,1,1,
0,0,17,1,7,10000,4,0,
0,0,16,15,11,10000,3,0,
0,0,1,10,9,10000,3,0,
0,0,11,8,7,9600,6,0,
