0,0,17,13,47,8800,
0,0,2,4,20,9600,
0,0,4,12,26,8800,
0,0,9,5,27,9600,
0,0,4,11,33,9200,
0,0,3,9,25,10000,
0,0,15,1,25,10000,
0,0,13,2,20,9200,
0,0,17,13,50,8800,
0,0,3,18,35,8800,
0,0,20,11,51,8800,
0,0,11,4,34,9200,
0,0,4,15,27,8800,
0,0,12,16,46,8800,
0,0,15,3,29,10000,
0,0,13,1,24,10000,
0,0,2,18,30,9600,
0,0,3,11,30,10000,
0,0,13,4,31,9200,
0,0,2,7,29,9200,
0,0,5,5,19,9200,
0,0,9,7,33,9200,
0,0,12,1,14,8800,
0,0,2,18,29,9600,
0,0,8,2,18,9200,
0,0,5,2,28,9600,
0,0,4,11,23,9200,
0,0,13,17,51,8800,
0,0,6,10,30,9600,
0,0,4,1,21,10000,
0,0,3,13,28,10000,
0,0,11,2,29,10000,
0,0,2,11,19,9600,
0,0,3,11,26,10000,
0,0,14,2,31,9200,
0,0,5,11,33,9200,
0,0,3,19,33,9200,
0,0,7,6,33,9200,
0,0,19,3,31,9200,
0,0,11,2,22,9600,
0,0,6,2,17,9600,
0,0,4,11,28,9600,
0,0,17,1,16,8800,
0,0,1,5,10,8800,
0,0,6,8,30,10000,
0,0,6,5,23,9600,
0,0,2,12,19,9200,
0,0,11,9,35,8800,
0,0,6,9,27,8800,
0,0,9,6,27,8800,
0,0,6,11,29,9600,
0,0,17,1,18,9200,
0,0,11,4,29,10000,
0,0,4,11,27,9600,
0,0,5,2,23,10000,
0,0,18,1,26,10000,
0,0,8,4,26,10000,
0,0,15,2,27,10000,
0,0,4,3,27,10000,
0,0,2,5,21,9600,
0,0,20,3,34,9200,
0,0,7,6,33,9200,
0,0,3,1,20,9600,
0,0,3,9,29,10000,
0,0,8,8,28,8800,
0,0,7,8,31,9200,
0,0,2,8,24,10000,
0,0,10,7,33,9200,
0,0,11,2,18,9200,
0,0,13,4,29,9600,
0,0,10,6,34,9200,
0,0,13,3,25,9600,
0,0,2,6,28,9600,
0,0,18,4,30,9200,
0,0,5,3,16,9200,
0,0,10,5,31,9200,
0,0,7,5,29,10000,
0,0,1,10,24,10000,
0,0,3,17,29,10000,
0,0,17,2,23,9200,
0,0,10,6,31,9200,
0,0,9,4,27,10000,
0,0,3,7,31,9600,
0,0,4,2,19,9600,
0,0,3,7,24,10000,
0,0,4,17,34,9200,
0,0,11,9,35,8800,
0,0,17,3,35,8800,
0,0,1,17,29,9200,
0,0,19,3,34,9200,
0,0,1,2,14,9600,
0,0,20,1,28,10000,
0,0,2,10,21,9600,
0,0,1,16,22,9600,
0,0,5,10,33,9200,
0,0,3,20,29,9600,
0,0,2,10,21,9600,
0,0,8,7,33,9200,
0,0,10,3,22,8800,
0,0,18,12,48,8800,
0,0,2,16,27,10000,
0,0,5,12,28,8800,
0,0,1,15,22,9600,
0,0,2,17,23,9200,
0,0,5,11,28,8800,
0,0,1,5,11,9200,
0,0,14,16,47,8800,
0,0,1,18,25,10000,
0,0,15,4,34,9200,
0,0,9,4,27,10000,
0,0,5,2,19,9600,
0,0,12,6,35,8800,
0,0,15,1,22,9600,
0,0,3,15,33,9200,
0,0,15,4,34,9200,
0,0,6,11,27,8800,
0,0,1,8,19,9600,
0,0,12,2,19,9200,
0,0,11,3,29,10000,
0,0,10,6,35,8800,
0,0,6,3,26,10000,
0,0,7,1,21,9600,
0,0,1,3,17,9600,
0,0,4,14,34,9200,
0,0,7,6,24,9600,
0,0,5,10,30,10000,
0,0,1,15,23,10000,
0,0,1,9,16,9200,
0,0,8,6,35,8800,
0,0,20,11,51,8800,
0,0,17,12,49,9200,
0,0,3,18,34,9200,
0,0,17,2,28,10000,
0,0,1,8,27,8800,
0,0,1,10,25,10000,
0,0,1,10,28,9600,
0,0,6,2,17,9600,
0,0,18,2,30,9600,
0,0,4,4,20,9600,
0,0,7,5,25,9200,
0,0,12,5,34,9200,
0,0,11,20,47,8800,
0,0,3,18,31,9200,
0,0,4,10,28,10000,
0,0,1,19,26,10000,
0,0,2,12,20,9600,
0,0,16,4,28,8800,
0,0,7,10,29,8800,
0,0,4,6,26,10000,
0,0,6,7,28,10000,
0,0,7,9,34,9200,
0,0,3,4,14,8800,
0,0,14,1,20,9600,
0,0,12,18,50,8800,
0,0,4,13,30,9600,
0,0,2,18,29,9600,
0,0,3,4,19,9600,
0,0,12,18,50,8800,
0,0,16,12,46,8800,
0,0,17,2,30,10000,
0,0,6,7,23,9600,
0,0,1,5,16,9600,
0,0,11,6,35,8800,
0,0,5,4,30,9200,
0,0,4,7,27,10000,
0,0,8,4,27,10000,
0,0,6,2,24,10000,
0,0,5,15,30,9200,
0,0,3,2,22,10000,
0,0,5,1,13,9200,
0,0,1,15,31,9600,
0,0,2,7,18,9600,
0,0,10,4,27,10000,
0,0,2,8,25,10000,
0,0,1,7,21,9600,
0,0,16,1,24,10000,
0,0,1,18,31,9600,
0,0,4,6,20,9600,
0,0,16,3,33,9200,
0,0,13,3,31,9200,
0,0,12,4,35,8800,
0,0,2,14,29,10000,
0,0,13,17,49,8800,
0,0,4,14,30,9600,
0,0,1,1,7,8800,
0,0,10,6,28,8800,
0,0,8,2,16,9200,
0,0,18,1,23,10000,
0,0,18,1,21,9600,
0,0,3,9,22,9200,
0,0,7,10,31,8800,
0,0,3,10,29,10000,
0,0,2,5,17,9600,
0,0,6,6,30,9600,
0,0,6,2,27,10000,
0,0,7,1,13,9200,
0,0,10,9,35,8800,
0,0,19,2,24,10000,
0,0,6,8,30,10000,
0,0,2,4,14,9200,
0,0,3,8,21,9600,
0,0,14,4,35,8800,
0,0,4,2,19,9600,
0,0,4,14,31,9200,
0,0,5,15,33,9200,
0,0,12,4,35,8800,
0,0,2,11,29,10000,
0,0,19,2,24,10000,
0,0,9,2,19,9600,
0,0,4,1,20,9600,
0,0,10,2,31,9600,
0,0,12,2,27,10000,
0,0,2,2,11,9200,
0,0,20,1,25,10000,
0,0,6,3,26,10000,
0,0,10,7,33,9200,
0,0,2,4,14,9200,
0,0,1,10,25,10000,
0,0,8,6,28,9200,
0,0,5,4,20,9600,
0,0,1,14,31,9200,
0,0,1,3,21,10000,
0,0,1,19,28,10000,
0,0,2,6,29,8800,
0,0,2,11,18,9200,
0,0,15,3,33,9200,
0,0,3,1,18,9600,
0,0,6,1,15,9200,
0,0,5,15,31,8800,
0,0,17,1,19,9600,
0,0,3,4,24,10000,
0,0,1,10,27,9600,
0,0,7,3,23,10000,
0,0,9,5,33,9200,
0,0,5,9,30,10000,
0,0,6,4,19,9200,
0,0,3,10,31,9200,
0,0,7,5,24,10000,
0,0,1,19,28,10000,
0,0,2,3,19,9600,
0,0,1,16,24,10000,
0,0,4,7,28,10000,
0,0,12,3,25,9600,
0,0,5,13,35,8800,
0,0,3,17,35,8800,
0,0,3,8,29,10000,
0,0,4,5,23,10000,
0,0,4,12,29,10000,
0,0,2,11,31,9200,
0,0,1,15,27,10000,
0,0,6,6,31,8800,
0,0,2,16,22,8800,
0,0,4,18,31,8800,
0,0,13,5,29,9600,
0,0,11,1,13,8800,
0,0,14,1,24,10000,
0,0,2,20,24,10000,
0,0,19,3,27,8800,
0,0,7,12,35,8800,
0,0,2,5,24,10000,
0,0,5,7,24,10000,
0,0,2,8,24,10000,
0,0,3,18,27,8800,
0,0,5,1,19,9600,
0,0,12,6,34,9200,
0,0,12,5,28,8800,
0,0,2,14,28,10000,
0,0,3,7,23,10000,
0,0,10,2,23,10000,
0,0,4,2,16,9200,
0,0,17,2,30,10000,
0,0,12,2,20,9600,
0,0,2,12,21,9600,
0,0,11,1,14,8800,
0,0,3,17,29,10000,
0,0,8,2,30,9200,
0,0,10,4,25,9600,
0,0,18,3,27,8800,
0,0,6,3,23,10000,
0,0,7,8,35,8800,
0,0,3,16,26,8800,
0,0,5,6,23,9600,
0,0,2,3,16,9600,
0,0,2,7,28,10000,
0,0,6,9,31,9200,
0,0,8,3,26,10000,
0,0,5,11,33,9200,
0,0,4,3,29,8800,
0,0,15,4,34,9200,
0,0,1,13,30,8800,
0,0,6,3,30,9200,
0,0,6,8,27,9200,
0,0,3,4,29,8800,
0,0,7,10,30,9200,
0,0,20,2,31,9200,
0,0,1,15,21,9600,
0,0,5,14,34,9200,
0,0,7,2,22,9600,
0,0,10,5,33,9200,
0,0,1,19,30,9200,
0,0,4,17,30,9200,
0,0,2,19,28,10000,
0,0,15,15,51,8800,
0,0,5,15,33,9200,
0,0,4,13,35,8800,
0,0,2,9,27,10000,
0,0,6,4,27,10000,
0,0,6,1,13,9200,
0,0,5,2,26,10000,
0,0,4,5,22,9600,
0,0,5,10,28,9200,
