0,0,15,12,34,9523,
0,0,13,15,38,9523,
0,0,20,4,34,9523,
0,0,15,12,36,9523,
0,0,4,7,71,8571,
0,0,15,17,74,8571,
0,0,14,3,55,10000,
0,0,11,1,55,10000,
0,0,1,14,31,10000,
0,0,17,20,38,9523,
0,0,16,1,38,10000,
0,0,5,16,68,8571,
0,0,4,15,49,10000,
0,0,12,7,65,9047,
0,0,2,7,53,10000,
0,0,1,15,49,10000,
0,0,16,16,41,9523,
0,0,15,19,43,9523,
0,0,6,18,44,10000,
0,0,13,18,54,10000,
0,0,20,10,69,8571,
0,0,10,19,68,8571,
0,0,17,8,66,9047,
0,0,6,14,67,9047,
0,0,2,10,51,10000,
0,0,10,13,68,8571,
0,0,5,11,46,10000,
0,0,3,12,71,8571,
0,0,15,15,60,10000,
0,0,14,5,53,10000,
0,0,11,4,44,10000,
0,0,5,3,54,10000,
0,0,14,9,66,9047,
0,0,19,18,57,10000,
0,0,17,14,71,8571,
0,0,11,7,35,9523,
0,0,9,9,70,8571,
0,0,15,18,71,8571,
0,0,2,12,33,9523,
0,0,7,3,63,10000,
0,0,6,7,65,9047,
0,0,1,12,59,10000,
0,0,20,6,39,9523,
0,0,12,8,53,10000,
0,0,9,18,31,9047,
0,0,15,8,48,10000,
0,0,12,3,53,10000,
0,0,3,6,47,10000,
0,0,6,4,39,10000,
0,0,7,11,65,9047,
0,0,8,12,70,8571,
0,0,16,7,32,9047,
0,0,16,9,34,9523,
0,0,9,3,59,10000,
0,0,17,16,46,9523,
0,0,18,12,46,10000,
0,0,5,10,34,9523,
0,0,4,18,37,9523,
0,0,2,15,65,9047,
0,0,1,6,39,10000,
0,0,8,13,40,9523,
0,0,19,19,68,9047,
0,0,20,8,50,10000,
0,0,14,11,35,9523,
0,0,8,17,63,10000,
0,0,16,19,50,10000,
0,0,20,19,71,8571,
0,0,11,2,31,9523,
0,0,20,2,70,8571,
0,0,11,5,50,10000,
0,0,14,13,61,10000,
0,0,7,8,52,10000,
0,0,1,2,54,9523,
0,0,13,17,37,9523,
0,0,7,18,39,9523,
0,0,2,20,59,10000,
0,0,7,8,38,10000,
0,0,2,8,34,10000,
0,0,19,14,44,9523,
0,0,11,1,40,10000,
0,0,6,2,40,10000,
0,0,18,19,72,8571,
0,0,12,5,48,10000,
0,0,8,18,33,9047,
0,0,11,7,61,10000,
0,0,4,14,35,9523,
0,0,9,3,40,10000,
0,0,6,11,58,10000,
0,0,19,20,47,10000,
0,0,5,10,33,9523,
0,0,13,6,54,10000,
0,0,5,12,71,8571,
0,0,6,14,45,10000,
0,0,14,13,60,10000,
0,0,12,16,46,10000,
0,0,9,14,60,10000,
0,0,3,5,44,10000,
0,0,10,20,34,9523,
0,0,11,12,54,10000,
0,0,19,8,59,10000,
0,0,3,1,54,10000,
0,0,7,17,57,10000,
0,0,9,1,46,10000,
0,0,19,10,57,10000,
0,0,9,3,52,10000,
0,0,20,8,53,10000,
0,0,9,4,51,10000,
0,0,4,3,34,10000,
0,0,18,12,59,10000,
0,0,12,14,64,10000,
0,0,1,6,60,10000,
0,0,16,3,68,8571,
0,0,20,1,52,10000,
0,0,6,20,47,10000,
0,0,10,1,64,10000,
0,0,11,15,45,10000,
0,0,12,3,36,10000,
0,0,19,13,61,10000,
0,0,4,18,67,9047,
0,0,18,18,60,10000,
0,0,8,2,44,10000,
0,0,12,1,34,10000,
0,0,14,12,34,9523,
0,0,19,11,41,10000,
0,0,5,9,69,8571,
0,0,9,3,70,8571,
0,0,10,18,39,9523,
0,0,18,16,55,10000,
0,0,17,5,35,9523,
0,0,4,3,40,10000,
0,0,4,19,46,10000,
0,0,14,12,57,10000,
0,0,2,12,53,10000,
0,0,15,2,69,8571,
