0,7450
5,8285
10,8285
15,8285
20,8285
25,8739
30,8739
35,8739
40,8739
45,8739
50,8739
55,8739
60,8739
65,8739
70,8739
75,8739
80,8739
85,8739
90,8739
95,8739
100,8739
105,8739
110,8889
115,8889
120,8889
125,8976
130,8976
135,8976
140,8976
145,8976
150,9005
155,8976
160,8976
165,8976
170,8976
175,8976
180,8976
185,8976
190,8976
195,8976
200,8976
205,8976
210,9005
215,9005
220,9005
225,9005
230,9005
235,9005
240,9005
245,9005
250,9005
255,9005
260,9005
265,9005
270,9005
275,9005
280,9005
285,9005
290,9005
295,9005
300,9005
305,9005
310,9005
315,9005
320,9026
325,9026
330,9026
335,9026
340,9159
345,9159
350,9159
355,9159
360,9159
365,9159
370,9159
375,9159
380,9159
385,9159
390,9159
395,9159
400,9159
405,9159
410,9159
415,9159
420,9159
425,9159
430,9159
435,9159
440,9159
445,9159
450,9159
455,9159
460,9159
465,9159
470,9159
475,9159
480,9159
485,9159
490,9159
495,9159
500,9159
